model,bleu_score,avg_time
sm4t_translate,50.495676290868666,2.94861766896229
facebook/m2m100_418M,16.467029855845897,2.4389044932225947
Helsinki-NLP/opus-mt-it-en,32.03089683547986,0.6057993114701373
facebook/nllb-200-distilled-600M,38.195970130076226,1.4142409982417412
