modello,avg_wer,avg_time,avg_accuracy
whispercpp-ARM,0.27315919579436715,1.0515831238961633,0.7268408042056329
whisper-base-ARM,0.2595826356051451,0.93093408849198,0.740417364394855
whisper-base-x86,0.2595826356051451,1.0430445056430178,0.740417364394855
whispercpp-x86,0.2731802624244113,3.10274343766229,0.7268197375755887
