entry,wer,time,accuracy
0,0.045454545454545456,38.33866214752197,0.9545454545454546
1,0.15384615384615385,107.82477331161499,0.8461538461538461
2,0.21739130434782608,40.20152807235718,0.782608695652174
3,0.034482758620689655,41.91486883163452,0.9655172413793104
4,0.07142857142857142,38.47965884208679,0.9285714285714286
5,0.07142857142857142,38.62286162376404,0.9285714285714286
6,0.391304347826087,74.2396125793457,0.6086956521739131
7,0.23076923076923078,107.94163918495178,0.7692307692307692
8,0.45,73.69250345230103,0.55
9,0.2631578947368421,71.47916269302368,0.736842105263158
10,0.2222222222222222,39.488173723220825,0.7777777777777778
11,0.09090909090909091,37.387397050857544,0.9090909090909091
12,0.14285714285714285,43.665398597717285,0.8571428571428572
13,0.0975609756097561,44.16493463516235,0.9024390243902439
14,0.03571428571428571,41.56963276863098,0.9642857142857143
15,0.07692307692307693,41.2796688079834,0.9230769230769231
16,0.14814814814814814,107.3201277256012,0.8518518518518519
17,0.41379310344827586,78.57314586639404,0.5862068965517242
18,0.11428571428571428,45.654284715652466,0.8857142857142857
19,0.4375,71.16829133033752,0.5625
20,0.25,73.61784720420837,0.75
21,0.2,70.71718168258667,0.8
22,0.041666666666666664,39.948689222335815,0.9583333333333334
23,0.09375,41.981157541275024,0.90625
24,0.11538461538461539,42.39286279678345,0.8846153846153846
25,0.15384615384615385,70.45461225509644,0.8461538461538461
26,0.07894736842105263,109.4612488746643,0.9210526315789473
27,0.2857142857142857,72.88539409637451,0.7142857142857143
28,0.03225806451612903,40.99503993988037,0.967741935483871
29,0.17647058823529413,105.0749089717865,0.8235294117647058
30,0.3157894736842105,72.32947587966919,0.6842105263157895
31,0.2,43.09158539772034,0.8
32,0.09090909090909091,77.12017297744751,0.9090909090909091
33,0.10526315789473684,40.647727966308594,0.8947368421052632
34,0.047619047619047616,39.98062324523926,0.9523809523809523
35,0.16666666666666666,39.030014991760254,0.8333333333333334
36,0.047619047619047616,40.50426506996155,0.9523809523809523
37,0.11267605633802817,92.15619897842407,0.8873239436619719
38,0.2,40.508580923080444,0.8
39,0.21875,78.45750546455383,0.78125
40,0.35294117647058826,72.25199747085571,0.6470588235294117
41,0.041666666666666664,41.36310815811157,0.9583333333333334
42,0.04,41.74052429199219,0.96
43,0.1267605633802817,122.94680595397949,0.8732394366197183
44,0.13793103448275862,140.82009267807007,0.8620689655172413
45,0.13793103448275862,39.26028800010681,0.8620689655172413
46,0.041666666666666664,40.77238607406616,0.9583333333333334
47,0.2631578947368421,72.81344771385193,0.736842105263158
48,0.11764705882352941,72.98660922050476,0.8823529411764706
49,0.1,72.95647263526917,0.9
50,0.23076923076923078,79.03171038627625,0.7692307692307692
51,0.038461538461538464,43.472267627716064,0.9615384615384616
52,0.05555555555555555,77.1741111278534,0.9444444444444444
53,0.14285714285714285,76.8401575088501,0.8571428571428572
54,0.058823529411764705,43.61297965049744,0.9411764705882353
55,0.10344827586206896,43.3384850025177,0.896551724137931
56,0.04,40.40488004684448,0.96
57,0.15,73.16342115402222,0.85
58,0.05555555555555555,43.72719693183899,0.9444444444444444
59,0.25925925925925924,74.82221174240112,0.7407407407407407
60,0.3157894736842105,73.48946571350098,0.6842105263157895
61,0.1,40.55960512161255,0.9
62,0.2727272727272727,74.02336955070496,0.7272727272727273
63,0.6,71.9779269695282,0.4
64,0.3333333333333333,71.14488530158997,0.6666666666666667
65,0.2857142857142857,73.30163097381592,0.7142857142857143
66,0.45454545454545453,109.41178917884827,0.5454545454545454
67,0.1875,38.542314767837524,0.8125
68,0.08571428571428572,43.085232734680176,0.9142857142857143
69,0.29411764705882354,78.02461123466492,0.7058823529411764
70,0.23529411764705882,76.73085427284241,0.7647058823529411
71,0.1111111111111111,44.42703056335449,0.8888888888888888
72,0.12,108.31479167938232,0.88
73,0.42857142857142855,71.99186110496521,0.5714285714285714
74,0.6666666666666666,104.20283913612366,0.33333333333333337
75,0.1,41.0890212059021,0.9
76,0.125,78.67704606056213,0.875
77,0.08333333333333333,37.142478466033936,0.9166666666666666
78,0.2,73.04721689224243,0.8
79,0.2692307692307692,74.66939854621887,0.7307692307692308
80,0.125,71.6209545135498,0.875
81,0.16129032258064516,75.33449125289917,0.8387096774193549
82,0.15384615384615385,106.7974591255188,0.8461538461538461
83,0.1,73.73065280914307,0.9
84,1.0,71.00441575050354,0.0
85,0.1,43.79931354522705,0.9
86,0.13636363636363635,74.49383354187012,0.8636363636363636
87,0.027777777777777776,44.57825326919556,0.9722222222222222
88,0.2631578947368421,72.35699009895325,0.736842105263158
89,0.19047619047619047,74.0839684009552,0.8095238095238095
90,0.3333333333333333,107.86469388008118,0.6666666666666667
91,0.42857142857142855,104.61059737205505,0.5714285714285714
92,0.19047619047619047,106.04027390480042,0.8095238095238095
93,0.04,41.70793437957764,0.96
94,0.05263157894736842,39.96542525291443,0.9473684210526316
95,0.14634146341463414,79.42514061927795,0.8536585365853658
96,0.06666666666666667,40.37168502807617,0.9333333333333333
97,0.19047619047619047,75.30916261672974,0.8095238095238095
98,0.11764705882352941,72.72071051597595,0.8823529411764706
99,0.17391304347826086,74.58729481697083,0.8260869565217391
100,0.17391304347826086,107.47598719596863,0.8260869565217391
101,0.2857142857142857,40.95365381240845,0.7142857142857143
102,0.125,41.06467080116272,0.875
103,0.23333333333333334,76.73948645591736,0.7666666666666666
104,0.4074074074074074,108.40548086166382,0.5925925925925926
105,0.23529411764705882,106.92250514030457,0.7647058823529411
106,0.2,74.72884058952332,0.8
107,0.11538461538461539,73.9912166595459,0.8846153846153846
108,0.08,74.7105782032013,0.92
109,0.6,71.15684986114502,0.4
110,0.125,72.61570930480957,0.875
111,0.17857142857142858,42.49259042739868,0.8214285714285714
112,0.3333333333333333,72.43578219413757,0.6666666666666667
113,0.4166666666666667,74.82770109176636,0.5833333333333333
114,0.1,40.51499342918396,0.9
115,0.05555555555555555,39.2553071975708,0.9444444444444444
116,0.391304347826087,107.50572037696838,0.6086956521739131
117,0.07317073170731707,77.8717041015625,0.926829268292683
118,0.20689655172413793,76.97836327552795,0.7931034482758621
119,0.13333333333333333,77.21433281898499,0.8666666666666667
120,0.03333333333333333,42.430896043777466,0.9666666666666667
121,0.16666666666666666,109.52197694778442,0.8333333333333334
122,0.18421052631578946,78.64619851112366,0.8157894736842105
123,0.15,40.87954664230347,0.85
124,0.5,76.02957558631897,0.5
125,0.21428571428571427,76.15116715431213,0.7857142857142857
126,0.07692307692307693,46.4138069152832,0.9230769230769231
127,0.1111111111111111,44.747594118118286,0.8888888888888888
128,0.1935483870967742,77.10291314125061,0.8064516129032258
129,1.0,76.15805268287659,0.0
130,0.59375,111.21269273757935,0.40625
131,0.0,41.085867404937744,1.0
132,0.037037037037037035,42.45350742340088,0.962962962962963
133,0.0,40.368313789367676,1.0
134,0.12,75.14580702781677,0.88
135,0.30434782608695654,75.7806134223938,0.6956521739130435
136,0.1875,73.81187963485718,0.8125
137,0.10344827586206896,75.91167998313904,0.896551724137931
138,0.1875,78.85031056404114,0.8125
139,0.13333333333333333,39.17574095726013,0.8666666666666667
140,0.12,76.46571254730225,0.88
141,0.2222222222222222,73.7426450252533,0.7777777777777778
142,0.2857142857142857,105.4377760887146,0.7142857142857143
143,0.06896551724137931,75.75767302513123,0.9310344827586207
144,0.1956521739130435,81.21345806121826,0.8043478260869565
145,0.06666666666666667,41.071669578552246,0.9333333333333333
146,0.14285714285714285,109.67606520652771,0.8571428571428572
147,0.21568627450980393,85.02140259742737,0.7843137254901961
148,0.4444444444444444,75.91852974891663,0.5555555555555556
149,0.23076923076923078,43.05283451080322,0.7692307692307692
150,0.11428571428571428,78.47558426856995,0.8857142857142857
151,0.21052631578947367,73.00010538101196,0.7894736842105263
152,0.13333333333333333,73.12225484848022,0.8666666666666667
153,0.16666666666666666,76.49309802055359,0.8333333333333334
154,0.0,38.2605299949646,1.0
155,0.21428571428571427,75.31770610809326,0.7857142857142857
156,0.09523809523809523,40.332703590393066,0.9047619047619048
157,0.08695652173913043,40.87892937660217,0.9130434782608696
158,0.08695652173913043,73.72959661483765,0.9130434782608696
159,0.2727272727272727,75.063716173172,0.7272727272727273
160,0.05,41.35065841674805,0.95
161,0.1875,77.80609631538391,0.8125
162,0.23333333333333334,79.43572974205017,0.7666666666666666
163,0.3,104.33492374420166,0.7
164,0.16666666666666666,40.81370496749878,0.8333333333333334
